date,star,asset,buy,sell
2020-01-01,Sol,Equipment,7.206097509882687,7.0336951803154895
2020-01-01,Sol,Medicine,44.916446331978605,44.119634473341165
2020-01-01,Sol,Metals,3.437805297303475,3.369812550897149
2020-01-01,Sol,Software,21.262843701561174,20.770285027447756
2020-01-01,Sol,StarGems,1116.5231873628152,1091.9447092055789
2020-01-01,Sol,Uranium,523.9178260661976,512.3913971179683
2020-01-01,Boyd,Equipment,6.81274853702744,6.632832112350348
2020-01-01,Boyd,Medicine,40.88387155310089,40.288007528095385
2020-01-01,Boyd,Metals,3.24116690589087,3.122190481323513
2020-01-01,Boyd,Software,19.105248437316067,18.831173804904463
2020-01-01,Boyd,StarGems,1030.4955103220377,1012.4360222724316
2020-01-01,Boyd,Uranium,509.2328839440328,491.3215173990137
2020-01-01,Fate,Equipment,7.399271589799122,7.227836226352719
2020-01-01,Fate,Medicine,37.708368867978244,37.02684712056061
2020-01-01,Fate,Metals,3.0301764279377488,2.963410178221521
2020-01-01,Fate,Software,20.00384995673593,19.450578708086844
2020-01-01,Fate,StarGems,973.4020910658086,943.081762102671
2020-01-01,Fate,Uranium,552.3936141306606,534.2492487184485
2020-01-01,Gaol,Equipment,6.996310510041409,6.756716661659609
2020-01-01,Gaol,Medicine,42.23122808229446,40.64856104848995
2020-01-01,Gaol,Metals,2.908611823202785,2.873243838850235
2020-01-01,Gaol,Software,22.368568752102963,21.713269458990865
2020-01-01,Gaol,StarGems,1105.3485893149596,1063.7565506198728
2020-01-01,Gaol,Uranium,517.9585171937904,503.60112814635283
2020-01-01,Hook,Equipment,6.14706691890498,5.930010649322953
2020-01-01,Hook,Medicine,41.957454573750006,40.515567398674726
2020-01-01,Hook,Metals,3.171910620364544,3.0840875239858168
2020-01-01,Hook,Software,21.57251313253666,20.781316048920026
2020-01-01,Hook,StarGems,987.0354177357469,964.5274767769876
2020-01-01,Hook,Uranium,578.828213175287,565.3698633947685
2020-01-01,Ivan,Equipment,6.676354037510416,6.5313373360201785
2020-01-01,Ivan,Medicine,40.07600130670018,38.743947323972556
2020-01-01,Ivan,Metals,3.133551120444316,3.046861663629236
2020-01-01,Ivan,Software,21.11569895637176,20.709606432002545
2020-01-01,Ivan,StarGems,1149.2344461099456,1120.3065599847812
2020-01-01,Ivan,Uranium,527.7801362579021,515.4828973326589
2020-01-01,Kirk,Equipment,7.019271889001378,6.784844948160689
2020-01-01,Kirk,Medicine,40.55674162182182,39.96435300478778
2020-01-01,Kirk,Metals,2.9302742236864376,2.8573706208659164
2020-01-01,Kirk,Software,19.28031652679001,18.95192627429649
2020-01-01,Kirk,StarGems,1050.2930010174516,1028.3807711804511
2020-01-01,Kirk,Uranium,512.8421370647887,499.3619791865359
2020-01-01,Kris,Equipment,7.777204238668973,7.60645858278592
2020-01-01,Kris,Medicine,37.805818686977645,37.00122597809797
2020-01-01,Kris,Metals,3.3590536765489785,3.2377540811324597
2020-01-01,Kris,Software,20.118287298139705,19.6319788418142
2020-01-01,Kris,StarGems,1080.1851447019417,1056.2213234828962
2020-01-01,Kris,Uranium,512.0243054406686,495.1789096758075
2020-01-01,Quin,Equipment,6.823656228927468,6.71556606352129
2020-01-01,Quin,Medicine,40.95148843804573,40.145711149958245
2020-01-01,Quin,Metals,3.2416823200241667,3.187517043660262
2020-01-01,Quin,Software,20.552610813430242,19.968843284700142
2020-01-01,Quin,StarGems,1016.8060254694261,997.6898704792015
2020-01-01,Quin,Uranium,482.3117762170947,469.748368671559
2020-01-01,Reef,Equipment,6.569520481090611,6.447714817509632
2020-01-01,Reef,Medicine,39.97676634937898,39.41085977259968
2020-01-01,Reef,Metals,3.098340136348831,3.066108862028919
2020-01-01,Reef,Software,21.00040973572106,20.266866512861334
2020-01-01,Reef,StarGems,978.1361699747894,945.3240430534419
2020-01-01,Reef,Uranium,538.3464964892715,518.8712131003464
2020-01-01,Sand,Equipment,6.8620271073746695,6.767189279428246
2020-01-01,Sand,Medicine,38.78275950442553,37.58432906474638
2020-01-01,Sand,Metals,3.1409168892840214,3.056922098191234
2020-01-01,Sand,Software,18.091466724935504,17.582091535513978
2020-01-01,Sand,StarGems,1059.9431938252283,1031.2717684084446
2020-01-01,Sand,Uranium,495.7418867196813,479.01659669058625
2020-01-01,Sink,Equipment,7.157080179090007,6.951900156492803
2020-01-01,Sink,Medicine,39.57694646385605,38.56933792041653
2020-01-01,Sink,Metals,3.1244747210872172,3.0745203595383717
2020-01-01,Sink,Software,21.532060434749546,21.027819666508137
2020-01-01,Sink,StarGems,962.877444991628,952.9152472223167
2020-01-01,Sink,Uranium,548.4015416915331,537.2740015762807
2020-01-01,Stan,Equipment,7.288834387059215,7.0665922926981075
2020-01-01,Stan,Medicine,42.1453567910801,41.294091434047445
2020-01-01,Stan,Metals,3.3897342224096847,3.262222030627698
2020-01-01,Stan,Software,21.25821268260056,20.844018513882215
2020-01-01,Stan,StarGems,1115.8191939399778,1090.361332328439
2020-01-01,Stan,Uranium,510.1373139851071,493.98815947613537
2020-01-01,Task,Equipment,6.836661610973171,6.576073428071563
2020-01-01,Task,Medicine,40.418047382996576,39.57456122182259
2020-01-01,Task,Metals,3.0127144014902623,2.917215659432758
2020-01-01,Task,Software,18.929013552721283,18.57457888567297
2020-01-01,Task,StarGems,1025.6154933944938,1001.5536341195759
2020-01-01,Task,Uranium,486.33751371241163,477.3567375219741
2020-01-01,York,Equipment,7.093490250513344,7.046711662475982
2020-01-01,York,Medicine,38.44636827740311,37.85534863131072
2020-01-01,York,Metals,2.984359445825282,2.9176390020226335
2020-01-01,York,Software,20.79134073020931,20.09457900912362
2020-01-01,York,StarGems,1116.4849059979797,1080.5803467327555
2020-01-01,York,Uranium,507.91217063534657,494.6555276808537
2020-01-02,Sol,Equipment,7.330186017152507,7.225074458265471
2020-01-02,Sol,Medicine,46.277403086479175,45.00414338123285
2020-01-02,Sol,Metals,3.4754249732416946,3.359545497957408
2020-01-02,Sol,Software,21.151244207114868,20.57412383292849
2020-01-02,Sol,StarGems,1105.7312278849051,1070.0009663370124
2020-01-02,Sol,Uranium,516.1891813296362,505.21826042693306
2020-01-02,Boyd,Equipment,6.729975002392908,6.437409898515774
2020-01-02,Boyd,Medicine,42.40526692168815,41.25846206529729
2020-01-02,Boyd,Metals,3.297420898237356,3.2215198984474887
2020-01-02,Boyd,Software,18.832396344276823,18.35808271862446
2020-01-02,Boyd,StarGems,1002.6136467066258,988.5084540426103
2020-01-02,Boyd,Uranium,484.4243115990966,473.94335881577183
2020-01-02,Fate,Equipment,7.293274804615669,7.088504615836531
2020-01-02,Fate,Medicine,35.10512192013483,34.726489963638855
2020-01-02,Fate,Metals,2.961135629862642,2.8957093564924956
2020-01-02,Fate,Software,20.27620972408011,19.955093809317844
2020-01-02,Fate,StarGems,957.5927329397073,936.5618129387142
2020-01-02,Fate,Uranium,553.9131314589329,543.3804684271898
2020-01-02,Gaol,Equipment,6.94427455139003,6.690640153245656
2020-01-02,Gaol,Medicine,43.328981276672764,42.07993289064804
2020-01-02,Gaol,Metals,2.9952533218270014,2.88469187569589
2020-01-02,Gaol,Software,22.311927814173753,21.547379084925595
2020-01-02,Gaol,StarGems,1135.8221142205302,1118.0597061588333
2020-01-02,Gaol,Uranium,513.7021418194718,500.333040288811
2020-01-02,Hook,Equipment,5.931942818765999,5.7851732999413965
2020-01-02,Hook,Medicine,41.4515747992031,40.679177364532364
2020-01-02,Hook,Metals,3.15328342045037,3.081692110827608
2020-01-02,Hook,Software,21.744839988182505,21.224508599921457
2020-01-02,Hook,StarGems,973.3861361857674,946.7486519028287
2020-01-02,Hook,Uranium,591.5115632553726,574.469117427209
2020-01-02,Ivan,Equipment,6.877902347842353,6.642729094502099
2020-01-02,Ivan,Medicine,39.19812131686659,38.22657049862019
2020-01-02,Ivan,Metals,3.128611262212605,3.0568093016863096
2020-01-02,Ivan,Software,20.90242450082181,20.365515510621158
2020-01-02,Ivan,StarGems,1201.8602341586618,1172.8670434565606
2020-01-02,Ivan,Uranium,513.7464911250744,508.22345929884426
2020-01-02,Kirk,Equipment,6.924137166040504,6.723364151155362
2020-01-02,Kirk,Medicine,39.93270042052977,39.112442465674405
2020-01-02,Kirk,Metals,2.8570736640350973,2.8375906856071866
2020-01-02,Kirk,Software,19.054543581379253,18.94969903380158
2020-01-02,Kirk,StarGems,1069.8097054689936,1044.172362842646
2020-01-02,Kirk,Uranium,501.0722710419432,493.26490278960955
2020-01-02,Kris,Equipment,7.721633454142969,7.578196944338007
2020-01-02,Kris,Medicine,36.24913193587491,35.95298911525279
2020-01-02,Kris,Metals,3.2525858416346183,3.184175582403456
2020-01-02,Kris,Software,21.26697053864752,20.7140179553379
2020-01-02,Kris,StarGems,1103.3699363483022,1078.216988722885
2020-01-02,Kris,Uranium,498.5038535146288,487.4400155767628
2020-01-02,Quin,Equipment,6.633338485220477,6.535938472948202
2020-01-02,Quin,Medicine,40.44496206920548,39.362401819556
2020-01-02,Quin,Metals,3.2953608971938504,3.1861342439724285
2020-01-02,Quin,Software,20.215997003142558,19.982712759967523
2020-01-02,Quin,StarGems,1008.4602201173954,982.8370498485511
2020-01-02,Quin,Uranium,467.60137024623765,457.6610435330692
2020-01-02,Reef,Equipment,6.752447568121627,6.631136636797585
2020-01-02,Reef,Medicine,40.84296120065536,39.76688601224597
2020-01-02,Reef,Metals,3.109282548903378,3.0431395355443223
2020-01-02,Reef,Software,20.83028253967887,20.177424287993823
2020-01-02,Reef,StarGems,963.5932614090024,935.3124855626294
2020-01-02,Reef,Uranium,501.8049079170979,488.4026238544934
2020-01-02,Sand,Equipment,6.999979088911561,6.782843388955053
2020-01-02,Sand,Medicine,37.79066853085774,36.779615197297765
2020-01-02,Sand,Metals,3.0577373553335336,2.9956195423667777
2020-01-02,Sand,Software,17.723213564819318,17.35694849114754
2020-01-02,Sand,StarGems,1071.9077199371675,1046.3758100952216
2020-01-02,Sand,Uranium,484.23589357155373,467.80252300728773
2020-01-02,Sink,Equipment,7.061799080437834,6.752480526413537
2020-01-02,Sink,Medicine,39.601220501716554,39.06291133854459
2020-01-02,Sink,Metals,3.217426982922808,3.1209068106567104
2020-01-02,Sink,Software,21.244072928858344,20.624533964915482
2020-01-02,Sink,StarGems,982.9619187443677,963.6335936562143
2020-01-02,Sink,Uranium,544.1046227160446,534.1402711187136
2020-01-02,Stan,Equipment,7.219690684272513,7.10917447215178
2020-01-02,Stan,Medicine,41.45565976802202,40.25268725205288
2020-01-02,Stan,Metals,3.373192492763057,3.3165637630655462
2020-01-02,Stan,Software,22.006188710387853,21.345633552214196
